algoritma,mae,rmse,mape_pct,r2,is_best
LinearRegression,36.06611078221434,40.60171741225612,13.232310616400813,0.1116716818716077,False
Ridge,36.065827475637505,40.60088460842024,13.232198050182845,0.11170812346525238,False
RandomForest,34.43549161632653,39.14312185139964,12.690380360264749,0.17435069830841732,False
ExtraTrees,34.33453396440651,39.61548571257735,12.657460541004609,0.15430323664633117,False
GradientBoosting,33.28548450653599,38.449693731502556,12.404646491282877,0.203344666546599,True
Prophet,44.97148539499131,51.44827286633642,15.688510539410286,-0.4263506300354609,False
