mean_predicted_prob,observed_frequency
0.29168304800987244,0.0007230657989877079
0.29474931955337524,0.0
0.3357944276039584,0.004555808656036446
0.36283099862202156,0.018867924528301886
0.39447921490016047,0.024657534246575342
0.573679200731791,0.24725274725274726
