n_obs,intercept,slope_cv,p_cv,slope_beban,p_beban,r2,resid_std
5638,1.3269212927655887,-6.263594031144513e-05,1.1900114731151412e-36,-0.0011987358799890556,0.0,0.35673524211375673,0.07597004607290815
