mean_predicted_prob,observed_frequency
0.14133967684550186,0.0
0.14621769194402,0.0
0.16006356127525803,0.22119815668202766
0.22290487581243118,0.6
0.5529279771604036,0.6815789473684211
0.7384828500610461,1.0
0.7607725262641907,1.0
