target,pendekatan,roc_auc,pr_auc,brier_score,mse,rmse,mae,precision_at_0.5,recall_at_0.5,f1_at_0.5,best_threshold,precision_at_best_thr,recall_at_best_thr,f1_at_best_thr
y_cfm_exceed,a. Fixed-ratio / no-skill baseline,0.5,0.0363761153054221,0.0439956314430672,0.0439956314430672,0.20975135623653832,0.1577919464439026,0.0,0.0,0.0,0.1309421657799897,0.0363761153054221,1.0,0.07019867549668875
y_cfm_exceed,b. Rule-of-thumb operator (1 variabel),0.8456330968123421,0.12306910369340077,0.227522306108442,0.227522306108442,0.4769929832905742,0.227522306108442,0.1301460823373174,0.9245283018867925,0.2281722933643772,1.0,0.1301460823373174,0.9245283018867925,0.2281722933643772
y_cfm_exceed,c. Logistic regression (Layer 1),0.9321749180239747,0.4069258056511306,0.06436822314700472,0.06436822314700472,0.25370893391247523,0.13438249182347461,0.226890756302521,0.7641509433962265,0.34989200863930886,0.7073593127124033,0.42016806722689076,0.4716981132075472,0.4444444444444444
y_cfm_exceed,d. XGBoost (Layer 1),0.9507723888620115,0.5359005358093664,0.12476242228838254,0.12476242228838254,0.3532172451741032,0.34295573427649334,0.35267857142857145,0.7452830188679245,0.47878787878787876,0.7014884352684021,0.7236842105263158,0.5188679245283019,0.6043956043956044
y_stock_below_safety,a. Fixed-ratio / no-skill baseline,0.5,0.5384351407000686,0.3858003739716098,0.3858003739716098,0.6211283071730106,0.525526685174063,0.0,0.0,0.0,0.16792517590526856,0.5384351407000686,1.0,0.6999776935088111
y_stock_below_safety,b. Rule-of-thumb operator (1 variabel),0.8568716370382481,0.8195214855474631,0.14035689773507207,0.14035689773507207,0.37464235977138527,0.14035689773507207,0.8532277710109623,0.892925430210325,0.8726253503581439,1.0,0.8532277710109623,0.892925430210325,0.8726253503581439
y_stock_below_safety,c. Logistic regression (Layer 1),0.9266428312495114,0.9561368726244986,0.12221510358818984,0.12221510358818984,0.3495927682149473,0.16444051532501797,0.8327272727272728,0.875717017208413,0.8536812674743709,0.8781352978925002,0.9948491537895512,0.8616953473550032,0.9234972677595629
y_stock_below_safety,d. XGBoost (Layer 1),0.9734578650953297,0.9774976144252923,0.10987280833448332,0.10987280833448332,0.3314706749238661,0.2769279616719333,0.9479315263908702,0.847036328871893,0.8946482665769101,0.23753757774829865,0.9204993429697766,0.892925430210325,0.90650274991912
